q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
0.007240019,0.629878407,1.594134524,-0.001845398,3.022198142,-0.071057375,7.34823E-05,-0.172026385,0.383371666,-0.234906013
0.007249817,0.629889429,1.594182331,-0.001912487,3.022201667,0.000293929,0.00033067,0.001434216,-0.002012664,0.000105749
0.007235121,0.62988698,1.594173224,-0.001892844,3.022207775,-0.000440894,-7.34823E-05,-0.00027321,0.000589289,0.000183251
0.007224098,0.629894328,1.594134662,-0.001802282,3.022127924,-0.00033067,0.000220447,-0.001156852,0.002716871,-0.002395553
0.007215525,0.629884531,1.594025109,-0.001458831,3.02258414,-0.000257188,-0.000293929,-0.003286586,0.010303531,0.01368648
0.007224098,0.629883306,1.594030322,-0.001468417,3.022559341,0.000257188,-3.67411E-05,0.000156401,-0.000287577,-0.000743958
0.007215525,0.629899227,1.594018594,-0.001435562,3.023302179,-0.000257188,0.000477635,-0.000351859,0.000985645,0.022285145
0.007209402,0.632265357,1.594154802,-0.001895215,3.022891733,-0.000183706,0.070983892,0.004086254,-0.013789592,-0.012313376
0.007211851,0.632280053,1.594287036,-0.002028395,3.022102718,7.34823E-05,0.000440894,0.003967025,-0.003995392,-0.023670447
0.007209402,0.632277604,1.594262889,-0.00202643,3.022959271,-7.34823E-05,-7.34823E-05,-0.000724411,5.89467E-05,0.025696595
0.007205728,0.632270256,1.594271489,-0.002021055,3.023718454,-0.000110223,-0.000220447,0.000257993,0.000161232,0.022775465
0.007193481,0.632260458,1.594279738,-0.002070153,3.023859441,-0.000367411,-0.000293929,0.000247475,-0.001472936,0.004229625
0.007202053,0.627496356,1.594028883,-0.015858498,3.06078084,0.000257188,-0.142923055,-0.007525651,-0.41365033,1.107641974
0.007203278,0.627506154,1.594049527,-0.015894317,3.052265377,3.67411E-05,0.000293929,0.000619312,-0.001074569,-0.255463907
0.004831025,0.627492682,1.588336472,-0.003108059,3.053158194,-0.071167598,-0.000404153,-0.171391649,0.383587722,0.026784514
0.004816328,0.627486558,1.588307026,-0.003023164,3.045149192,-0.000440894,-0.000183706,-0.00088339,0.00254686,-0.240270042
0.007186132,0.62750248,1.594131488,-0.015946875,3.06017902,0.071094116,0.000477635,0.174733868,-0.387711326,0.450894829
0.007189806,0.627497581,1.594019484,-0.015875317,3.060294523,0.000110223,-0.000146965,-0.003360109,0.002146737,0.003465102
0.007180009,0.627493907,1.593935809,-0.015717684,3.060179574,-0.000293929,-0.000110223,-0.002510274,0.004728979,-0.003448492
0.007182458,0.627489008,1.594070644,-0.015860299,3.06019783,7.34823E-05,-0.000146965,0.00404505,-0.004278451,0.000547688
0.007178784,0.627491457,1.594059124,-0.01581206,3.060115952,-0.000110223,7.34823E-05,-0.000345578,0.001447174,-0.002456342
0.007183683,0.627476761,1.594073333,-0.015848192,3.060136949,0.000146965,-0.000440894,0.000426274,-0.001083958,0.000629909
0.00719593,0.627475536,1.594096854,-0.015986057,3.059678631,0.000367411,-3.67411E-05,0.000705629,-0.004135957,-0.01374953
0.007183683,0.627470637,1.594054502,-0.015903597,3.059632133,-0.000367411,-0.000146965,-0.001270565,0.0024738,-0.001394931
0.007177559,0.627464514,1.594036707,-0.015889555,3.059660117,-0.000183706,-0.000183706,-0.000533864,0.000421263,0.000839515
0.007181234,0.627462064,1.594034017,-0.015922979,3.059114366,0.000110223,-7.34823E-05,-8.07054E-05,-0.001002727,-0.01637253
0.00719593,0.62746084,1.594090093,-0.016022811,3.059136979,0.000440894,-3.67411E-05,0.001682298,-0.002994961,0.000678368
0.007183683,0.627484109,1.594064573,-0.015972113,3.051133116,-0.000367411,0.000698082,-0.000765593,0.001520938,-0.240115867
0.007191031,0.627489008,1.593955907,-0.01586358,3.051098407,0.000220447,0.000146965,-0.00325999,0.003256,-0.00104129
0.007176335,0.627468188,1.594048915,-0.015912408,3.051667425,-0.000440894,-0.000624599,0.002790248,-0.001464825,0.017070538
0.007176335,0.62747921,1.594049812,-0.015909819,3.051666367,0,0.00033067,2.69027E-05,7.76651E-05,-3.17394E-05
0.007184908,0.627492682,1.593941844,-0.015816702,3.059626218,0.000257188,0.000404153,-0.00323905,0.002793492,0.23879555
0.00717511,0.627493907,1.593915914,-0.015761577,3.059598592,-0.000293929,3.67411E-05,-0.000777898,0.001653753,-0.000828803
0.00483225,0.62748166,1.588260241,-0.003134695,3.052667137,-0.070285811,-0.000367411,-0.169670186,0.378806469,-0.207943639
0.0048298,0.62509471,1.588235973,-0.002975152,3.052473131,-7.34823E-05,-0.071608492,-0.000728038,0.004786305,-0.005820189
0.004810205,0.622708985,1.587989134,-0.002579243,3.052370715,-0.000587858,-0.071571751,-0.007405167,0.011877266,-0.003072479
0.00480898,0.622712659,1.588069222,-0.00254649,3.052835357,-3.67411E-05,0.000110223,0.00240263,0.000982567,0.013939272
0.004807756,0.622701637,1.588054051,-0.002672989,3.052402053,-3.67411E-05,-0.00033067,-0.000455136,-0.003794968,-0.012999116
0.004820003,0.622691839,1.588071192,-0.002694207,3.052371434,0.000367411,-0.000293929,0.000514242,-0.000636518,-0.000918573
0.004824901,0.622717558,1.588054911,-0.002690044,3.052367714,0.000146965,0.000771564,-0.000488425,0.000124867,-0.000111596
0.004822452,0.622718783,1.587958054,-0.002600422,3.052386906,-7.34823E-05,3.67411E-05,-0.0029057,0.002688666,0.000575751
0.004826126,0.622720007,1.588057844,-0.00256535,3.052210493,0.000110223,3.67411E-05,0.002993692,0.00105218,-0.005292374
0.004838373,0.627447368,1.582592012,0.002633895,3.044511929,0.000367411,0.14182082,-0.163974965,0.155977328,-0.230956919
0.004828576,0.627452267,1.582559478,0.009705121,3.038150467,-0.000293929,0.000146965,-0.000976033,0.212136777,-0.19084386
0.0048298,0.627459615,1.582538986,0.009895398,3.030736044,3.67411E-05,0.000220447,-0.000614754,0.005708331,-0.222432707
0.004816328,0.627468188,1.582524323,0.002792639,3.045063093,-0.000404153,0.000257188,-0.000439874,-0.213082792,0.429811468
0.004821227,0.627480435,1.582539265,0.002754655,3.045080329,0.000146965,0.000367411,0.000448237,-0.00113952,0.000517072
0.004844497,0.627464514,1.582494892,0.002612844,3.04462668,0.000698082,-0.000477635,-0.001331187,-0.004254331,-0.013609458
0.004851845,0.627453491,1.582544293,0.002556203,3.044610889,0.000220447,-0.00033067,0.001482036,-0.001699215,-0.000473744
0.00485062,0.627489008,1.582498601,0.002582937,3.052718549,-3.67411E-05,0.001065493,-0.001370744,0.000802008,0.243229804
0.004846946,0.627465738,1.582562445,0.002505552,3.052765019,-0.000110223,-0.000698082,0.001915302,-0.002321549,0.001394113
0.004839598,0.627452267,1.582462405,0.002736792,3.04528965,-0.000220447,-0.000404153,-0.003001189,0.006937212,-0.224261083
0.004845721,0.625102058,1.582399695,0.002890729,3.045160679,0.000183706,-0.070506258,-0.001881296,0.004618096,-0.003869125
0.004846946,0.627462064,1.582468064,0.0027389,3.045208101,3.67411E-05,0.070800187,0.002051076,-0.004554866,0.001422679
0.004855519,0.627473087,1.582526838,0.002745471,3.045793025,0.000257188,0.00033067,0.00176321,0.000197138,0.017547692
0.004862867,0.62747921,1.582515317,0.002771731,3.045721662,0.000220447,0.000183706,-0.000345635,0.000787786,-0.002140868
0.004865317,0.627486558,1.582515839,0.00275958,3.045725382,7.34823E-05,0.000220447,1.56497E-05,-0.000364532,0.000111591
0.004862867,0.627495131,1.582494858,0.002795298,3.045735294,-7.34823E-05,0.000257188,-0.000629412,0.001071546,0.000297351
0.007226548,0.627490233,1.588178009,-0.003067619,3.037340726,0.07091041,-0.000146965,0.170494519,-0.175887492,-0.251837041
0.009563284,0.627486558,1.593844511,-0.015725428,3.044298461,0.070102105,-0.000110223,0.169995057,-0.379734293,0.208732049
0.009568183,0.627497581,1.593865618,-0.022754921,3.059900703,0.000146965,0.00033067,0.00063321,-0.210884775,0.468067275
0.007211851,0.629863711,1.588242734,-0.01007972,3.052862011,-0.070689963,0.070983892,-0.168686503,0.380256024,-0.211160773
0.009573082,0.629878407,1.593955039,-0.015832607,3.045017939,0.070836928,0.000440894,0.171369144,-0.172586618,-0.235322146
0.007210626,0.629894328,1.588196648,0.004114461,3.023797642,-0.070873669,0.000477635,-0.172751725,0.598412044,-0.636608923
0.004867766,0.62988698,1.582533328,0.016856961,3.016702402,-0.070285811,-0.000220447,-0.169899606,0.382275002,-0.212857206
0.004865317,0.629882081,1.58253022,0.016654048,3.016180095,-7.34823E-05,-0.000146965,-9.32392E-05,-0.006087383,-0.015669193
0.00485307,0.62986616,1.582572709,0.01663368,3.016946694,-0.000367411,-0.000477635,0.001274673,-0.000611032,0.022997967
0.004855519,0.627501255,1.582498546,0.016887413,3.015982334,7.34823E-05,-0.070947151,-0.00222489,0.007611979,-0.028930788
0.007214301,0.629867385,1.582582052,0.009528506,3.023259846,0.070763446,0.070983892,0.002505168,-0.220767205,0.21832535
0.007205728,0.629882081,1.588364127,-0.003232339,3.038072115,-0.000257188,0.000440894,0.173462263,-0.382825348,0.444368056
0.007221649,0.627509828,1.588283675,0.003986848,3.023060989,0.000477635,-0.071167598,-0.002413562,0.216575609,-0.450333767
0.007232671,0.627512277,1.588326433,0.003907122,3.022319235,0.00033067,7.34823E-05,0.001282734,-0.002391789,-0.022252619
0.007244918,0.627491457,1.588348707,0.003855035,3.023134609,0.000367411,-0.000624599,0.000668227,-0.001562596,0.024461207
0.00723757,0.627497581,1.588321906,0.003911174,3.023106873,-0.000220447,0.000183706,-0.000804047,0.001684149,-0.000832068
0.009590228,0.627490233,1.59397711,-0.008929295,3.029471975,0.07057974,-0.000220447,0.169656132,-0.385214059,0.190953069
0.009596351,0.627507378,1.593986614,-0.008845008,3.029352432,0.000183706,0.000514376,0.000285119,0.002528605,-0.003586305
0.00723757,0.627508603,1.588251062,0.004016241,3.022207236,-0.070763446,3.67411E-05,-0.172066562,0.385837473,-0.214355865
0.007244918,0.627503704,1.588256405,0.004011057,3.022179364,0.000220447,-0.000146965,0.000160289,-0.000155525,-0.000836162
0.009608599,0.629878407,1.588540082,-0.003404122,3.030135086,0.07091041,0.07124108,0.008510324,-0.222455362,0.238671646
0.009613497,0.629879632,1.588515502,-0.003394493,3.029368108,0.000146965,3.67411E-05,-0.000737416,0.000288872,-0.023009341
0.007257165,0.629885755,1.576926773,0.01530475,3.023018062,-0.070689963,0.000183706,-0.347661872,0.560977276,-0.190501372
0.009604924,0.629882081,1.588416059,-0.003313699,3.030194154,0.070432775,-0.000110223,0.344678575,-0.558553456,0.21528276
0.007255941,0.627513502,1.58260203,0.009726427,3.02299374,-0.070469516,-0.071057375,-0.174420846,0.391203766,-0.216012421
0.01196738,0.629873508,1.588444909,-0.010469442,3.037319552,0.141343185,0.070800187,0.175286345,-0.605876049,0.429774361
0.009615947,0.627503704,1.582528579,0.002643213,3.030122827,-0.070542999,-0.071094116,-0.177489891,0.393379638,-0.21590176
0.009619621,0.629875958,1.582660894,0.002385362,3.029489882,0.000110223,0.071167598,0.003969465,-0.007735526,-0.018988327
0.009618396,0.629888205,1.582675797,0.002391961,3.029451551,-3.67411E-05,0.000367411,0.000447073,0.000197965,-0.001149957
0.009620846,0.62988698,1.582676082,0.002407153,3.030209087,7.34823E-05,-3.67411E-05,8.55912E-06,0.000455772,0.022726097
0.007262064,0.63225066,1.576941575,0.015104706,3.023241422,-0.070763446,0.07091041,-0.17203521,0.380926596,-0.209029947
0.009608599,0.629884531,1.582531413,0.002585157,3.029389418,0.070396034,-0.070983892,0.167695126,-0.375586493,0.184439888
0.00725839,0.629884531,1.576796828,0.015410691,3.02229107,-0.070506258,0,-0.172037539,0.384766015,-0.212950455
0.00725839,0.629879632,1.576864583,0.015362054,3.02147429,0,-0.000146965,0.00203265,-0.001459109,-0.0245034
0.007257165,0.627503704,1.58252153,0.00986487,3.021302783,-3.67411E-05,-0.071277822,0.16970841,-0.164915516,-0.00514521
0.00962207,0.62988698,1.582646276,0.00249724,3.029312601,0.070947151,0.071498268,0.003742387,-0.221028904,0.240294553
0.009617171,0.632256784,1.582721591,0.002466995,3.030054971,-0.000146965,0.071094116,0.00225945,-0.000907348,0.022271081
0.009612273,0.632256784,1.582708902,0.002616521,3.03139852,-0.000146965,0,-0.00038069,0.004485797,0.040306478
0.009613497,0.629898002,1.582646134,0.002675834,3.030636655,3.67411E-05,-0.070763446,-0.001883029,0.001779399,-0.022855943
0.009614722,0.632270256,1.582700706,0.002324139,3.03023547,3.67411E-05,0.071167598,0.001637166,-0.01055087,-0.012035556
0.009607374,0.632311896,1.582692833,0.002484899,3.031568001,-0.000220447,0.001249199,-0.000236199,0.004822803,0.039975914
0.009614722,0.632293525,1.588496186,-0.003430589,3.030938682,0.000220447,-0.000551117,0.174100591,-0.177464639,-0.018879565
0.009609823,0.632267806,1.58849819,-0.00344004,3.030973376,-0.000146965,-0.000771564,6.0111E-05,-0.000283541,0.001040838
0.009613497,0.632286177,1.588519484,-0.003480529,3.030996255,0.000110223,0.000551117,0.000638834,-0.001214652,0.000686365
0.009618396,0.632272705,1.588518895,-0.003486603,3.03021238,0.000146965,-0.000404153,-1.76592E-05,-0.00018223,-0.023516258
0.009611048,0.632277604,1.582585072,0.002539952,3.030036424,-0.000220447,0.000146965,-0.178014699,0.18079666,-0.005278673
0.009606149,0.632276379,1.588297756,-0.003169008,3.030036009,-0.000146965,-3.67411E-05,0.17138053,-0.171268802,-1.24644E-05
0.009625744,0.632260458,1.582668003,0.002398589,3.030105584,0.000587858,-0.000477635,-0.168892605,0.167027921,0.002087271
0.009628194,0.632266581,1.588524398,-0.003484136,3.030167708,7.34823E-05,0.000183706,0.175691859,-0.176481751,0.001863716
0.009612273,0.63227393,1.58851927,-0.003336298,3.030771045,-0.000477635,0.000220447,-0.000153848,0.004435127,0.018100113
0.009619621,0.632281278,1.588534848,-0.003468779,3.030890583,0.000220447,0.000220447,0.00046733,-0.003974437,0.003586119
0.00960125,0.632264132,1.588477002,-0.003359847,3.030071166,-0.000551117,-0.000514376,-0.001735362,0.003267964,-0.024582498
0.009600026,0.632267806,1.588465566,-0.003348253,3.030062284,-3.67411E-05,0.000110223,-0.000343089,0.000347821,-0.000266475
0.009607374,0.632266581,1.588489186,-0.003375492,3.030052769,0.000220447,-3.67411E-05,0.000708589,-0.000817159,-0.000285452
0.0096037,0.632278829,1.588483414,-0.003354876,3.03005256,-0.000110223,0.000367411,-0.000173138,0.000618461,-6.2637E-06
0.009604924,0.632267806,1.588491991,-0.003382337,3.030058513,3.67411E-05,-0.00033067,0.0002573,-0.000823807,0.000178605
0.009606149,0.632256784,1.588497762,-0.003391096,3.030827223,3.67411E-05,-0.00033067,0.000173129,-0.000262781,0.023061297
0.009609823,0.632276379,1.588507621,-0.003434996,3.030888105,0.000110223,0.000587858,0.00029578,-0.001317004,0.001826443
0.009612273,0.632266581,1.588518788,-0.003460116,3.030925607,7.34823E-05,-0.000293929,0.000335012,-0.000753585,0.001125061
0.009614722,0.632267806,1.588515823,-0.003464546,3.030923267,7.34823E-05,3.67411E-05,-8.89662E-05,-0.000132899,-7.01924E-05
0.009619621,0.632281278,1.58852913,-0.003478429,3.03092187,0.000146965,0.000404153,0.00039923,-0.000416502,-4.19002E-05
0.009611048,0.632288626,1.58851155,-0.003442963,3.030915038,-0.000257188,0.000220447,-0.000527419,0.001063983,-0.000204968
0.009611048,0.632276379,1.588520019,-0.00345117,3.030906224,0,-0.000367411,0.00025408,-0.00024622,-0.000264428
0.009614722,0.632284952,1.588529184,-0.003472396,3.030903025,0.000110223,0.000257188,0.000274945,-0.000636783,-9.5952E-05
0.009608599,0.632265357,1.588516572,-0.003676133,3.029622076,-0.000183706,-0.000587858,-0.000378365,-0.006112105,-0.038428483
0.009600026,0.632255559,1.588486433,-0.003627334,3.029595535,-0.000257188,-0.000293929,-0.000904151,0.001463963,-0.000796228
0.007242469,0.632258009,1.582622518,0.009560981,3.023018163,-0.070726704,7.34823E-05,-0.175917468,0.39564945,-0.197321161
0.007221649,0.632282503,1.576603877,0.015703707,3.023594989,-0.000624599,0.000734823,-0.180559212,0.184281789,0.017304787
0.007213076,0.634684149,1.570757057,0.021475417,3.02361721,-0.000257188,0.072049386,-0.175404604,0.17315131,0.000666617
0.007227772,0.632303323,1.558995709,0.033236531,3.02998715,0.000440894,-0.071424786,-0.352840442,0.35283341,0.19109822
0.00962207,0.629882081,1.553371693,0.03901553,3.022453067,0.071828939,-0.072637244,-0.168720489,0.173369958,-0.226022493
0.00962207,0.627489008,1.541641891,0.050947526,3.022232645,4.21538E-15,-0.071792198,-0.35189407,0.357959904,-0.00661266
0.007220424,0.629879632,1.52404543,0.090638485,2.979378501,-0.072049386,0.071718715,-0.52789383,1.190728748,-1.285624313
0.007182458,0.627470637,1.512710956,0.110350111,2.97162266,-0.001138975,-0.072269833,-0.3400342,0.591348778,-0.23267523
0.004793059,0.629862486,1.500745227,0.13723263,2.949937851,-0.071681974,0.071755456,-0.35897188,0.806475579,-0.650544275
0.004817553,0.625056744,1.495858732,0.157547114,2.919115691,0.000734823,-0.144172254,-0.146594851,0.609434533,-0.924664808
0.002386514,0.617881198,1.485771749,0.199771085,2.866929937,-0.072931173,-0.215266369,-0.302609487,1.266719106,-1.565572626
0.002428154,0.625061643,1.477405626,0.241486485,2.802027839,0.001249199,0.215413334,-0.250983686,1.251462024,-1.947062922
0.002425705,0.620291418,1.443520007,0.312910432,2.723979957,-7.34823E-05,-0.14310676,-1.016568587,2.1427184,-2.341436463
0.004784486,0.613118321,1.415969376,0.364056993,2.663428392,0.070763446,-0.215192887,-0.826518917,1.534396835,-1.816546975
2.90E-05,0.596334966,1.393584427,0.477679815,2.504886933,-0.142665867,-0.503500653,-0.671548484,3.408684642,-4.756243743
-6.56E-06,0.586701438,1.384685648,0.536184956,2.409693685,-0.001065493,-0.289005848,-0.266963369,1.755154246,-2.855797457
-0.00477311,0.572278089,1.355405843,0.632064755,2.302819543,-0.142996537,-0.432700466,-0.878394149,2.876393969,-3.206224255
-0.004776785,0.557907402,1.351531057,0.699752205,2.193950966,-0.000110223,-0.431120597,-0.116243565,2.030623489,-3.266057313
-0.00240943,0.545888149,1.350223388,0.745408078,2.098841073,0.071020634,-0.360577598,-0.03923006,1.369676196,-2.853296779
5.22E-05,0.536314631,1.365363444,0.745755473,2.076626779,0.073849702,-0.287205532,0.45420166,0.010421857,-0.666428822
0.009595127,0.543502424,1.395031132,0.674425227,2.135088212,0.286287003,0.215633781,0.890030644,-2.139907383,1.753842978
0.023967038,0.572286662,1.433713774,0.490742135,2.362458496,0.431157338,0.863527134,1.16047925,-5.510492767,6.821108533
0.035948325,0.613090153,1.478892904,0.331474932,2.591920955,0.359438623,1.224104733,1.35537391,-4.778016097,6.883873751
